Railcard,Payment Method,Departure Station,Price,Refund Request
Adult,Contactless,London Paddington,43,No
None,Contactless,Reading,11,No
None,Contactless,Reading,11,Yes
None,Contactless,London Euston,13,No
None,Credit Card,Liverpool Lime Street,151,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Euston,143,No
None,Contactless,Reading,11,No
None,Credit Card,Manchester Piccadilly,5,No
Adult,Contactless,London Kings Cross,47,No
None,Contactless,London Euston,7,No
None,Contactless,London Paddington,25,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,London Paddington,25,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Paddington,35,No
None,Credit Card,London Paddington,35,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Paddington,35,No
Disabled,Contactless,London Kings Cross,48,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,35,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Debit Card,Reading,3,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,4,No
None,Contactless,London Kings Cross,35,No
Adult,Credit Card,London Euston,4,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Debit Card,London Euston,108,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,Birmingham New Street,5,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,27,No
None,Debit Card,London Kings Cross,35,No
None,Credit Card,London Paddington,6,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Paddington,3,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Kings Cross,35,No
Disabled,Credit Card,London Kings Cross,23,No
Disabled,Credit Card,London Kings Cross,23,No
Disabled,Credit Card,York,4,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,Liverpool Lime Street,76,No
Adult,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,London St Pancras,54,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Manchester Piccadilly,4,No
Disabled,Credit Card,London Euston,4,No
Adult,Credit Card,London Kings Cross,43,No
None,Contactless,London Paddington,13,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London St Pancras,12,No
None,Contactless,London Kings Cross,53,No
None,Contactless,Birmingham New Street,33,No
None,Contactless,London St Pancras,80,No
Senior,Credit Card,Birmingham New Street,15,No
Adult,Contactless,Manchester Piccadilly,6,No
Adult,Debit Card,Birmingham New Street,11,Yes
None,Credit Card,Liverpool Lime Street,10,No
None,Contactless,London Euston,107,No
None,Contactless,Liverpool Lime Street,5,No
None,Contactless,London Euston,10,No
Adult,Contactless,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
Disabled,Credit Card,Liverpool Lime Street,2,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London St Pancras,8,No
Disabled,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,London Kings Cross,35,No
Senior,Credit Card,Manchester Piccadilly,84,No
None,Credit Card,London St Pancras,8,No
Senior,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London St Pancras,8,No
Disabled,Credit Card,London Euston,7,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Paddington,19,No
None,Credit Card,London St Pancras,12,No
Disabled,Credit Card,London Euston,7,No
Disabled,Credit Card,London Paddington,8,No
Adult,Credit Card,London St Pancras,8,No
Senior,Contactless,Manchester Piccadilly,3,No
Adult,Credit Card,London Euston,9,No
None,Credit Card,London St Pancras,16,No
Adult,Credit Card,London Euston,9,No
Adult,Credit Card,London Euston,69,No
None,Contactless,London Kings Cross,35,No
Disabled,Debit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,London St Pancras,8,No
Adult,Contactless,Liverpool Lime Street,13,No
None,Credit Card,Manchester Piccadilly,3,No
Adult,Contactless,Manchester Piccadilly,114,No
None,Contactless,Liverpool Lime Street,3,No
None,Debit Card,Edinburgh Waverley,43,Yes
None,Debit Card,Edinburgh Waverley,96,Yes
None,Debit Card,Manchester Piccadilly,126,Yes
None,Credit Card,London Euston,7,No
None,Credit Card,Manchester Piccadilly,86,No
None,Contactless,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,14,No
None,Contactless,London Paddington,13,No
Adult,Credit Card,Manchester Piccadilly,2,No
Adult,Credit Card,London Paddington,36,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,Reading,25,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,Manchester Piccadilly,5,No
Disabled,Credit Card,London Paddington,8,No
None,Debit Card,London St Pancras,16,Yes
None,Debit Card,London Euston,7,Yes
Disabled,Credit Card,London Euston,4,No
None,Contactless,London Paddington,25,No
Adult,Debit Card,Manchester Piccadilly,112,Yes
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Paddington,25,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,Birmingham New Street,5,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,25,No
Senior,Credit Card,Liverpool Lime Street,11,No
None,Credit Card,London St Pancras,16,No
Adult,Credit Card,London Euston,4,No
Adult,Credit Card,London Euston,4,No
Adult,Credit Card,London Kings Cross,23,No
Adult,Credit Card,London Euston,35,Yes
Adult,Credit Card,London Euston,4,No
Adult,Contactless,Liverpool Lime Street,10,No
None,Credit Card,London Kings Cross,35,No
Adult,Contactless,Birmingham New Street,7,No
Adult,Contactless,Birmingham New Street,7,No
None,Contactless,London Euston,52,Yes
Senior,Credit Card,London St Pancras,31,No
Senior,Credit Card,London St Pancras,31,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,Yes
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,London Paddington,19,No
None,Credit Card,Liverpool Lime Street,76,No
Disabled,Contactless,Birmingham New Street,13,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,London St Pancras,16,No
None,Debit Card,London St Pancras,8,No
Senior,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,London St Pancras,8,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,London Euston,10,No
None,Credit Card,Manchester Piccadilly,3,Yes
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London St Pancras,8,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,Liverpool Lime Street,2,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,54,No
None,Credit Card,Birmingham New Street,7,No
Senior,Debit Card,Reading,3,No
None,Credit Card,Birmingham New Street,3,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Debit Card,Birmingham New Street,21,No
None,Credit Card,Birmingham New Street,5,No
None,Credit Card,Reading,9,No
None,Contactless,London St Pancras,12,No
None,Contactless,London St Pancras,12,No
None,Credit Card,London Euston,10,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Birmingham New Street,5,No
None,Credit Card,Birmingham New Street,5,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Euston,10,No
None,Credit Card,Manchester Piccadilly,10,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Kings Cross,53,No
Adult,Credit Card,Manchester Piccadilly,84,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,3,No
Adult,Contactless,Liverpool Lime Street,2,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,London Euston,48,No
None,Credit Card,London Euston,7,No
None,Credit Card,Liverpool Lime Street,10,No
None,Credit Card,London Paddington,13,No
None,Contactless,London Euston,7,No
Adult,Credit Card,London Euston,72,No
None,Credit Card,London Kings Cross,35,No
Adult,Contactless,Liverpool Lime Street,7,No
Adult,Credit Card,Oxford,17,No
Adult,Contactless,Liverpool Lime Street,7,No
Adult,Credit Card,Manchester Piccadilly,56,No
Adult,Credit Card,Liverpool Lime Street,76,No
Disabled,Contactless,London Kings Cross,24,No
None,Contactless,York,11,No
None,Credit Card,Liverpool Lime Street,5,No
Disabled,Credit Card,London Euston,7,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,113,No
Disabled,Contactless,York,5,No
Senior,Credit Card,London Euston,7,No
None,Contactless,London Kings Cross,53,No
None,Contactless,Manchester Piccadilly,84,No
Adult,Credit Card,Manchester Piccadilly,56,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,35,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,53,No
Disabled,Contactless,Liverpool Lime Street,3,No
Disabled,Contactless,London St Pancras,36,No
Disabled,Contactless,Liverpool Lime Street,2,No
None,Credit Card,Birmingham New Street,33,No
None,Credit Card,London St Pancras,8,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Manchester Piccadilly,12,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,3,Yes
None,Credit Card,London Kings Cross,35,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Credit Card,Liverpool Lime Street,10,No
None,Credit Card,London Euston,10,No
Senior,Debit Card,London Paddington,13,No
None,Credit Card,York,8,No
None,Credit Card,London Euston,10,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Credit Card,Manchester Piccadilly,4,No
None,Debit Card,London Euston,107,Yes
Disabled,Credit Card,York,5,No
None,Credit Card,Manchester Piccadilly,84,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London St Pancras,80,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London St Pancras,12,No
Adult,Contactless,Manchester Piccadilly,10,No
None,Contactless,London Euston,10,No
Disabled,Contactless,Liverpool Lime Street,2,No
None,Credit Card,London Kings Cross,86,No
None,Credit Card,Birmingham New Street,22,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Kings Cross,86,No
None,Credit Card,York,70,No
None,Credit Card,Reading,14,No
None,Credit Card,York,50,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
Adult,Credit Card,Manchester Piccadilly,10,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Birmingham New Street,31,No
None,Credit Card,Liverpool Lime Street,113,No
Adult,Contactless,Liverpool Lime Street,6,No
Adult,Credit Card,London Euston,71,No
None,Credit Card,Manchester Piccadilly,200,No
None,Credit Card,Liverpool Lime Street,113,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Euston,10,No
Adult,Contactless,London Kings Cross,35,No
None,Credit Card,London Paddington,26,No
None,Contactless,London Paddington,19,No
None,Credit Card,London Paddington,26,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,26,No
None,Contactless,London Kings Cross,57,No
Senior,Debit Card,London St Pancras,8,No
None,Contactless,London Paddington,19,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Debit Card,London Paddington,8,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
Adult,Debit Card,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Credit Card,Birmingham New Street,39,No
Disabled,Credit Card,York,4,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,York,11,No
Disabled,Credit Card,London Paddington,8,No
Disabled,Credit Card,Birmingham New Street,15,No
Disabled,Credit Card,London St Pancras,21,No
Disabled,Credit Card,Birmingham New Street,15,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,London Euston,7,No
None,Contactless,London Euston,7,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,27,No
None,Contactless,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,10,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,35,No
Adult,Contactless,Oxford,11,No
None,Credit Card,Reading,30,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,York,34,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Bristol Temple Meads,5,No
None,Credit Card,London Kings Cross,35,No
None,Contactless,Liverpool Lime Street,3,No
None,Credit Card,York,34,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,Oxford,26,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,118,No
Adult,Credit Card,York,24,No
None,Contactless,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Liverpool Lime Street,118,No
None,Contactless,London St Pancras,12,No
None,Credit Card,London Euston,10,No
Disabled,Contactless,London Kings Cross,23,No
None,Contactless,Manchester Piccadilly,10,No
None,Contactless,London Paddington,13,No
None,Contactless,Manchester Piccadilly,14,No
Adult,Contactless,Manchester Piccadilly,6,No
None,Credit Card,Manchester Piccadilly,128,No
Disabled,Credit Card,Manchester Piccadilly,3,No
Disabled,Credit Card,Manchester Piccadilly,10,No
Senior,Contactless,Manchester Piccadilly,2,No
Adult,Debit Card,Manchester Piccadilly,2,No
Adult,Contactless,London Kings Cross,35,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Contactless,London Paddington,13,No
None,Contactless,London Kings Cross,86,No
None,Contactless,London Euston,10,No
None,Credit Card,Liverpool Lime Street,77,Yes
None,Credit Card,London Euston,10,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,London Euston,10,No
Adult,Debit Card,Birmingham New Street,19,Yes
None,Contactless,London Kings Cross,35,No
Adult,Contactless,London St Pancras,8,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,Oxford,17,No
None,Credit Card,London Paddington,41,No
None,Credit Card,Manchester Piccadilly,3,No
Adult,Credit Card,Liverpool Lime Street,7,No
Senior,Credit Card,London Kings Cross,23,No
None,Credit Card,London Paddington,19,No
Adult,Contactless,Manchester Piccadilly,6,No
Senior,Contactless,London Paddington,13,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,Reading,19,No
Adult,Credit Card,London St Pancras,5,No
None,Credit Card,London Paddington,27,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Credit Card,London Euston,7,No
Disabled,Credit Card,London Euston,7,No
Disabled,Credit Card,London Euston,52,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,London Kings Cross,53,No
Disabled,Debit Card,London Euston,52,No
Adult,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
Adult,Debit Card,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
Senior,Contactless,Manchester Piccadilly,2,No
